ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
GO:0002313	mature B cell differentiation involved in immune response	29	0.825780041745068	1.36629110514502	0.000833023309166711	0.0296058399073962	0.0254190536687047	3125	tags=59%, list=12%, signal=52%	PLCG2/GPR183/XBP1/BCL3/SPI1/DOCK10/BCL6/IRF8/FCGR2B/ADA/NFKBIZ/DOCK11/LFNG/ST3GAL1/NOTCH2/PTK2B/IL10
GO:0002287	alpha-beta T cell activation involved in immune response	70	0.791378249546547	1.36585830461105	1.55613152002599e-05	0.00196390149384505	0.00168617129688745	3362	tags=51%, list=13%, signal=45%	GPR183/IL23A/NFKBID/MALT1/CD86/IRF4/PTGER4/BCL3/KMT2A/ZC3H12A/BCL6/LGALS9/CD80/SMAD7/FOXP1/LY9/RARA/RELB/NLRP3/ENTPD7/NFKBIZ/HLA-DRB1/IL18/SEMA4A/RC3H1/IL6R/SPN/GATA3/RIPK2/IL4R/HLA-DRA/ANXA1/CCL19/IL18R1/STAT3/SHB
GO:0002293	alpha-beta T cell differentiation involved in immune response	70	0.791378249546547	1.36585830461105	1.55613152002599e-05	0.00196390149384505	0.00168617129688745	3362	tags=51%, list=13%, signal=45%	GPR183/IL23A/NFKBID/MALT1/CD86/IRF4/PTGER4/BCL3/KMT2A/ZC3H12A/BCL6/LGALS9/CD80/SMAD7/FOXP1/LY9/RARA/RELB/NLRP3/ENTPD7/NFKBIZ/HLA-DRB1/IL18/SEMA4A/RC3H1/IL6R/SPN/GATA3/RIPK2/IL4R/HLA-DRA/ANXA1/CCL19/IL18R1/STAT3/SHB
GO:0002294	CD4-positive, alpha-beta T cell differentiation involved in immune response	69	0.791538720490387	1.36582624046674	2.86953521458113e-05	0.00286212996241447	0.00245737446898934	3362	tags=52%, list=13%, signal=45%	GPR183/IL23A/NFKBID/MALT1/CD86/IRF4/PTGER4/BCL3/KMT2A/ZC3H12A/BCL6/LGALS9/CD80/SMAD7/FOXP1/LY9/RARA/RELB/NLRP3/ENTPD7/NFKBIZ/HLA-DRB1/IL18/SEMA4A/RC3H1/IL6R/SPN/GATA3/RIPK2/IL4R/HLA-DRA/ANXA1/CCL19/IL18R1/STAT3/SHB
GO:0002286	T cell activation involved in immune response	103	0.773898153021367	1.36138802306391	1.85680737548042e-06	0.000428646956024726	0.000368028740755212	2886	tags=47%, list=11%, signal=42%	CD1C/GPR183/LCP1/IL23A/NFKBID/MALT1/CD86/IRF4/PTGER4/BCL3/KMT2A/HLA-DMB/NCKAP1L/ZC3H12A/BCL6/LGALS9/FCER1G/CD80/SMAD7/FOXP1/LY9/RARA/FCGR2B/ICAM1/CD74/RELB/NLRP3/APBB1IP/ENTPD7/NFKBIZ/HLA-DRB1/FGL2/IL18/SEMA4A/RC3H1/IL6R/EIF2AK4/HAVCR2/SPN/GATA3/RIPK2/CD46/PSEN1/IL4R/HLA-DRA/ANXA1/CCL19/IL18R1
GO:0000380	alternative mRNA splicing, via spliceosome	69	0.788304971975336	1.36024630045548	3.75888075436679e-05	0.00357614132076988	0.00307041206883014	2163	tags=51%, list=8%, signal=47%	RBMX/FXR1/HNRNPM/HNRNPU/REST/RSRC1/HNRNPA0/SLU7/YTHDC1/SAP18/HNRNPL/NCBP2/DHX9/SCNM1/CELF2/RBM17/PQBP1/RBM25/RBM8A/SFPQ/PTBP1/RBM5/STRAP/CDK13/ZBTB7A/RBM4/KDM1A/TRA2B/SFSWAP/RBM47/NSRP1/RBM38/FAM172A/DDX17/DDX5
GO:0042093	T-helper cell differentiation	67	0.78970862359712	1.35977270806862	3.82407935581333e-05	0.00358304647520449	0.00307634071303388	3362	tags=52%, list=13%, signal=46%	GPR183/IL23A/NFKBID/MALT1/CD86/IRF4/PTGER4/BCL3/KMT2A/ZC3H12A/BCL6/CD80/SMAD7/FOXP1/LY9/RARA/RELB/NLRP3/ENTPD7/NFKBIZ/HLA-DRB1/IL18/SEMA4A/RC3H1/IL6R/SPN/GATA3/RIPK2/IL4R/HLA-DRA/ANXA1/CCL19/IL18R1/STAT3/SHB
GO:0002292	T cell differentiation involved in immune response	78	0.783405391186913	1.35889265201426	1.20845522379348e-05	0.00166068602309753	0.00142583582428405	3362	tags=50%, list=13%, signal=44%	GPR183/IL23A/NFKBID/MALT1/CD86/IRF4/PTGER4/BCL3/KMT2A/ZC3H12A/BCL6/LGALS9/FCER1G/CD80/SMAD7/FOXP1/LY9/RARA/RELB/NLRP3/ENTPD7/NFKBIZ/HLA-DRB1/FGL2/IL18/SEMA4A/RC3H1/IL6R/SPN/GATA3/RIPK2/CD46/IL4R/HLA-DRA/ANXA1/CCL19/IL18R1/STAT3/SHB
GO:0070528	protein kinase C signaling	33	0.812266785719764	1.35019242870685	0.000963304738687949	0.0320272930325069	0.02749807075236	2380	tags=21%, list=9%, signal=19%	PDGFB/PLEK/CD40/VEGFA/MYADM/AKAP12/FLOT1
GO:0043372	positive regulation of CD4-positive, alpha-beta T cell differentiation	33	0.810404169500875	1.347096290393	0.00105867846967233	0.0337467404971841	0.0289743581173481	3362	tags=64%, list=13%, signal=55%	IL23A/NFKBID/MALT1/CD83/CD86/NCKAP1L/LGALS9/CD80/IL2RG/RARA/NLRP3/NFKBIZ/HLA-DRB1/IL18/RIPK2/IL4R/HLA-DRA/ANXA1/CCL19/SOCS1/SHB
GO:0089718	amino acid import across plasma membrane	47	0.793897280536297	1.34548953598234	0.000363325244015792	0.0179744264719492	0.0154325265752897	2984	tags=32%, list=12%, signal=28%	RGS2/SLC7A11/SLC3A2/SLC7A5/ITGB1/SLC38A1/ARL6IP5/ARL6IP1/SLC6A6/CLN8/TNF/SLC43A2/PSEN1/SLC1A3/SLC36A4
GO:0043370	regulation of CD4-positive, alpha-beta T cell differentiation	53	0.782321418993291	1.33073470148991	0.000535120739614114	0.0226174811107895	0.0194189716624944	3362	tags=55%, list=13%, signal=48%	IL23A/RUNX3/NFKBID/MALT1/CD83/CD86/IRF4/NCKAP1L/RUNX1/ZC3H12A/BCL6/LGALS9/CD80/SMAD7/IL2RG/RARA/NLRP3/NFKBIZ/HLA-DRB1/IL18/RC3H1/GATA3/RIPK2/IL4R/HLA-DRA/ANXA1/CCL19/SOCS1/SHB
GO:0061028	establishment of endothelial barrier	49	0.78345799801378	1.3301796532403	0.000740422065275314	0.0276977383333231	0.0237807912019612	2491	tags=41%, list=10%, signal=37%	ROCK1/EZR/RAPGEF1/VEGFA/RAP1A/IL1B/CLDN1/RDX/RAP1B/MSN/AFDN/ICAM1/MYADM/F11R/TJP2/ROCK2/RAPGEF2/TNF/ADD1/TNFRSF1A
GO:0007260	tyrosine phosphorylation of STAT protein	72	0.768806715573036	1.32734489403676	0.000116832545597512	0.00768609002101082	0.00659914176924807	3158	tags=39%, list=12%, signal=34%	IL23A/CD40/HES1/LYN/CSF1R/JAK1/IL6ST/PTPN2/HCLS1/OSBP/SH2B3/TNFRSF18/PPP2CA/GGNBP2/CLCF1/IL18/CNOT7/FYN/IL6R/TNF/JAK2/IGF1/TNFRSF1A/FER/PARP14/SOCS1/IL15/FLT3
GO:0046638	positive regulation of alpha-beta T cell differentiation	51	0.778144926955814	1.32337916908733	0.000920577410300049	0.0309394060070408	0.0265640300775369	3770	tags=55%, list=15%, signal=47%	IL23A/RUNX3/NFKBID/MALT1/CD83/CD86/PNP/NCKAP1L/RUNX1/AP3B1/LGALS9/CD80/IL2RG/RARA/ADA/NLRP3/NFKBIZ/HLA-DRB1/IL18/RIPK2/IL4R/HLA-DRA/ANXA1/CCL19/SOCS1/SHB/ITPKB/AP3D1
GO:0030865	cortical cytoskeleton organization	48	0.779685241841492	1.32123365460986	0.00085448527491321	0.0298703991100428	0.0256461995491005	3795	tags=52%, list=15%, signal=44%	PLEK/LCP1/ROCK1/EZR/TLN1/RHOQ/FMNL1/ARF6/EPB41L2/PAFAH1B1/EPB41L3/NCKAP1L/PLEC/EPB41/RHOG/WDR1/ROCK2/TNF/DLG1/FMNL2/FMNL3/PPP2R3C/AKAP11/FHOD1/PDCD6IP
GO:0046632	alpha-beta T cell differentiation	115	0.74822730677677	1.3208344113577	1.75938870004328e-05	0.0021279385145584	0.00182701059907274	3582	tags=45%, list=14%, signal=39%	GPR183/IL23A/RUNX3/NFKBID/MALT1/CD83/CD86/IRF4/PTGER4/BCL3/KMT2A/PNP/BRAF/NCKAP1L/RUNX1/ZC3H12A/BCL6/AP3B1/BCL2/LGALS9/CD80/SMAD7/FOXP1/LY9/IL2RG/RARA/ADA/RELB/NLRP3/FUT7/ENTPD7/CTSL/NFKBIZ/HLA-DRB1/IL18/SEMA4A/RC3H1/IL6R/SPN/GATA3/RIPK2/IL4R/HLA-DRA/ANXA1/CCL19/IL18R1/SOCS1/STAT3/SHB/RPL22/ITPKB/IRF1
GO:0048024	regulation of mRNA splicing, via spliceosome	97	0.75166332040987	1.31992337010476	6.42495241780795e-05	0.00567598653596062	0.00487330225495087	3284	tags=55%, list=13%, signal=48%	RBMX/FXR1/SON/HNRNPU/REST/SRSF7/NUP98/HNRNPA0/NCL/TRA2A/YTHDC1/SRRM1/SAP18/HNRNPL/RBM39/CELF2/QKI/SNW1/RBM25/RBM8A/JMJD6/PTBP1/SF1/RBM5/SF3B4/RBM23/SRSF10/ZBTB7A/RBM4/SRSF9/LARP7/SRPK2/TRA2B/SFSWAP/SRPK1/HNRNPA2B1/RBM47/NSRP1/RBM38/FAM172A/SRSF4/DDX17/DDX5/CWC22/RBM3/CLNS1A/SMU1/KHDRBS1/SNRNP70/THRAP3/RBM42/DYRK1A/KHDRBS3
GO:0001706	endoderm formation	53	0.775945655122226	1.319889478509	0.000857133473079263	0.0298703991100428	0.0256461995491005	2406	tags=34%, list=9%, signal=31%	DUSP4/DUSP5/ITGB2/DUSP2/SETD2/GRB2/CTNNB1/PAF1/MMP9/INHBA/CDC73/DUSP1/MAP2K1/ITGA4/LAMB3/RTF1/MMP14/ITGAV
GO:0035710	CD4-positive, alpha-beta T cell activation	111	0.747435996910847	1.31888713999817	1.78934027744238e-05	0.0021279385145584	0.00182701059907274	3362	tags=45%, list=13%, signal=39%	GPR183/IL23A/RUNX3/CD55/NFKBID/MALT1/CD83/CD86/IRF4/PTGER4/BCL3/KMT2A/BRAF/NCKAP1L/RUNX1/ZC3H12A/BCL6/LGALS9/CD80/SMAD7/FOXP1/LY9/IL2RG/RARA/RELB/NLRP3/FUT7/ITCH/ENTPD7/CTSL/NFKBIZ/CD274/HLA-DRB1/IL18/SEMA4A/RC3H1/IL2RA/IL6R/NDFIP1/SPN/GATA3/RIPK2/IL4R/HLA-DRA/ANXA1/CCL19/IL18R1/SOCS1/STAT3/SHB
GO:0045621	positive regulation of lymphocyte differentiation	127	0.745690381916299	1.31875039421653	9.44448827204916e-06	0.00145645533011284	0.0012504869416983	3770	tags=53%, list=15%, signal=45%	IL23A/RUNX3/NFKBID/XBP1/SOX4/MALT1/IL4I1/CD83/CD86/IL7R/ADAM8/PNP/ARID1B/BTK/SPI1/NCKAP1L/RUNX1/ZMIZ1/PTPRC/BCL6/AP3B1/LGALS9/CD80/AXL/ZBTB1/PHF10/PBRM1/IL2RG/XRCC6/RARA/ADA/BTN2A2/CD74/SMARCA2/NLRP3/NFKBIZ/PRKDC/HLA-DRB1/IL18/MMP14/IL2RA/ARID2/LILRB2/GATA3/RIPK2/DUSP10/CD46/INPP5D/BRD7/IL4R/HLA-DRA/ANXA1/SMARCC2/SMARCE1/CCL19/SMARCB1/STAT5B/SOCS1/IL10/SMARCC1/IL15/SMARCD2/SHB/PPP2R3C/ITPKB/VSIR/AP3D1
GO:0042509	regulation of tyrosine phosphorylation of STAT protein	69	0.763931497912304	1.31818906486503	0.000295868833846025	0.0156736881637032	0.013457153111207	3158	tags=38%, list=12%, signal=33%	IL23A/CD40/HES1/LYN/CSF1R/IL6ST/PTPN2/HCLS1/OSBP/SH2B3/TNFRSF18/PPP2CA/GGNBP2/CLCF1/IL18/CNOT7/FYN/IL6R/TNF/JAK2/IGF1/TNFRSF1A/PARP14/SOCS1/IL15/FLT3
GO:0001885	endothelial cell development	62	0.767337922646421	1.31576302819059	0.000381684984447807	0.0183353443519271	0.01574240432204	2491	tags=37%, list=10%, signal=34%	ROCK1/EZR/RAPGEF1/VEGFA/RAP1A/IL1B/CLDN1/RDX/RAP1B/GSTM3/MSN/AFDN/ICAM1/MYADM/CLIC4/CCM2/F11R/TJP2/ROCK2/RAPGEF2/TNF/ADD1/TNFRSF1A
GO:0031532	actin cytoskeleton reorganization	110	0.745274661925429	1.31492602836612	2.77557406385791e-05	0.00286069166848288	0.00245613957510514	3943	tags=44%, list=15%, signal=37%	PLEK/GPR65/PTPN1/GSN/ARHGDIB/PAK1/PHACTR1/EZR/RALA/GRB2/SIPA1L1/HCK/CSF1R/WHAMM/PARVG/PLEC/ATP2C1/IQGAP2/HCLS1/RNH1/PLEK2/ABL2/F11R/PIP5K1A/FLNA/CDC42/HAX1/BAIAP2/CD2AP/MYH9/MKLN1/PHPT1/ARHGDIA/CCL27/ANXA1/NOTCH2/ABI3/FER/DTNBP1/PTK2B/CDC42BPB/FMNL3/NRP1/RAP2A/GAB1/FARP2/NEDD9/AUTS2
GO:0030225	macrophage differentiation	52	0.771786755392352	1.31362663833849	0.000808108882020777	0.0288863891700375	0.0248013459136769	4720	tags=60%, list=18%, signal=49%	ID2/VEGFA/MMP9/SPI1/CSF1R/TGFB1/NR3C1/CD4/INHBA/RB1/PTPN2/HCLS1/UCP2/TLR2/HLA-DRB1/PARP1/CDC42/GAB3/GATA3/SOCS1/IL15/ZBTB46/NRROS/RIPK1/CASP8/EIF2AK1/SIRT1/VPS54/HSF1/PRKCA/L3MBTL3
GO:0042531	positive regulation of tyrosine phosphorylation of STAT protein	57	0.767125805901172	1.31250714033807	0.000795377517237209	0.0285965963174122	0.0245525348650213	3158	tags=35%, list=12%, signal=31%	IL23A/CD40/HES1/LYN/CSF1R/IL6ST/HCLS1/OSBP/TNFRSF18/CLCF1/IL18/FYN/IL6R/TNF/JAK2/IGF1/TNFRSF1A/PARP14/IL15/FLT3
GO:0001776	leukocyte homeostasis	99	0.744649101667835	1.30858560525079	0.000101877591744449	0.00733266133069439	0.00629569410907988	3671	tags=47%, list=14%, signal=41%	PDE4B/GPR183/SLC7A11/SKIL/PMAIP1/IL7R/BCL2L11/CORO1A/LYN/BTK/MEF2C/LGALS2/NCKAP1L/TNFAIP3/DOCK10/BCL2/LGALS9/AXL/ADA/CAMLG/CD74/SH2B3/BCL10/PIK3CB/TNFSF14/RC3H1/IL2RA/HIF1A/BAX/DOCK11/FAS/BAK1/SOS1/SLC15A4/ANXA1/TNFSF13B/SLC40A1/STAT5B/FLT3/NF1/SOS2/ZC3H8/ADAM17/IL20RB/PPP2R3C/ITPKB/CASP3
GO:0045582	positive regulation of T cell differentiation	113	0.740778099518848	1.30778802887985	7.67579811934712e-05	0.006265838957059	0.00537973917399837	5121	tags=61%, list=20%, signal=49%	IL23A/RUNX3/NFKBID/XBP1/SOX4/MALT1/IL4I1/CD83/CD86/IL7R/ADAM8/PNP/ARID1B/NCKAP1L/RUNX1/ZMIZ1/PTPRC/BCL6/AP3B1/LGALS9/CD80/ZBTB1/PHF10/PBRM1/IL2RG/RARA/ADA/BTN2A2/CD74/SMARCA2/NLRP3/NFKBIZ/HLA-DRB1/IL18/IL2RA/ARID2/LILRB2/GATA3/RIPK2/DUSP10/CD46/BRD7/IL4R/HLA-DRA/ANXA1/SMARCC2/SMARCE1/CCL19/SMARCB1/STAT5B/SOCS1/SMARCC1/SMARCD2/SHB/ITPKB/VSIR/AP3D1/TNFSF9/BAD/SMARCA4/HLX/EGR3/SOCS5/SMARCD1/RHOH/ACTL6A/ZBTB16/ZBTB7B/PIK3R6
GO:0043268	positive regulation of potassium ion transport	45	0.772480531667005	1.30741623384366	0.00161919106859216	0.0439170068779558	0.0377063700368368	2946	tags=22%, list=11%, signal=20%	ATP1B1/AKAP9/KIF5B/DNM2/FLNA/KCNQ1/ATP1B3/KCNN4/DLG1/ANO6
GO:0032623	interleukin-2 production	61	0.761568279914084	1.30610808623972	0.000503586606866519	0.0220863799777486	0.0189629775665153	2617	tags=36%, list=10%, signal=32%	PLCG2/PDE4B/MALT1/EZR/CD83/CD86/IRF4/PNP/CLEC7A/TNFAIP3/RUNX1/PTPRC/IL1B/CD4/CD80/LAPTM5/IL1A/HOMER2/HAVCR2/GATA3/RIPK2/ANXA1
GO:0032663	regulation of interleukin-2 production	61	0.761568279914084	1.30610808623972	0.000503586606866519	0.0220863799777486	0.0189629775665153	2617	tags=36%, list=10%, signal=32%	PLCG2/PDE4B/MALT1/EZR/CD83/CD86/IRF4/PNP/CLEC7A/TNFAIP3/RUNX1/PTPRC/IL1B/CD4/CD80/LAPTM5/IL1A/HOMER2/HAVCR2/GATA3/RIPK2/ANXA1
GO:0002285	lymphocyte activation involved in immune response	187	0.730414956721159	1.30555603768982	6.78241365319886e-07	0.000188861721741315	0.000162153354065363	3362	tags=45%, list=13%, signal=40%	PLCG2/CD1C/GPR183/LCP1/IL23A/NFKBID/XBP1/MALT1/CD86/IRF4/CORO1A/SWAP70/PTGER4/BCL3/CD40/TFRC/KMT2A/HLA-DMB/SPI1/TGFB1/NCKAP1L/DOCK10/ZC3H12A/SUPT6H/PTPRC/BCL6/LGALS9/FCER1G/CD80/SMAD7/IRF8/FOXP1/LY9/TLR4/RARA/FCGR2B/MSH6/MAD2L2/ADA/RIF1/ICAM1/CD74/RELB/NLRP3/APBB1IP/AP1G1/ENTPD7/NFKBIZ/HLA-DRB1/FGL2/CLCF1/NBN/IL18/SEMA4A/RC3H1/IL6R/THOC1/IL27RA/DOCK11/NDFIP1/EIF2AK4/LFNG/HAVCR2/RNF168/SPN/GATA3/RIPK2/VAMP7/CD46/PSEN1/SLC15A4/IL4R/HLA-DRA/ST3GAL1/ANXA1/NOTCH2/CCL19/IL18R1/CCR6/PTK2B/ERCC1/IL10/STAT3/RNF8/SHB
GO:0043114	regulation of vascular permeability	48	0.770307815338181	1.30534291970184	0.00158457277793996	0.0433583984901801	0.0372267586955247	2121	tags=23%, list=8%, signal=21%	SRC/APOE/VEGFA/TGFB1/PLEC/PTPRJ/CTNNBIP1/BMP6/TJP2/ADORA2A/AKAP12
GO:0000381	regulation of alternative mRNA splicing, via spliceosome	53	0.766552351568164	1.3039113975086	0.00181790987258033	0.0475344307113572	0.0408122265452587	3515	tags=51%, list=14%, signal=44%	RBMX/FXR1/HNRNPU/REST/HNRNPA0/YTHDC1/SAP18/HNRNPL/CELF2/RBM25/RBM8A/PTBP1/RBM5/ZBTB7A/RBM4/TRA2B/RBM47/NSRP1/RBM38/FAM172A/DDX17/DDX5/SMU1/KHDRBS1/THRAP3/KHDRBS3/MAGOH
GO:0061005	cell differentiation involved in kidney development	56	0.761298637868417	1.3022513196634	0.00120256268122203	0.0362680862458266	0.0311391412514383	2807	tags=25%, list=11%, signal=22%	PDGFB/BASP1/CTNNB1/HES1/MMP9/MEF2C/IQGAP1/JAG1/MYO1E/ASXL1/GATA3/PRKX/NOTCH2/WNT4
GO:0030183	B cell differentiation	134	0.734037010621934	1.30019642523646	2.37151732641678e-05	0.00261883270474311	0.00224848372076058	3375	tags=46%, list=13%, signal=40%	PLCG2/GPR183/ID2/XBP1/MALT1/IL4I1/RBPJ/BCL3/EZH2/BTK/DNAJB9/SPI1/ITGB1/NCKAP1L/DOCK10/PTPRC/BCL6/EP300/PTPRJ/BCL2/YY1/INHBA/ZBTB1/IRF8/HMGB3/GPS2/PTPN2/IL2RG/FCGR2B/ADA/IRF2BP2/FNIP1/ZBTB7A/ITGA4/NFKBIZ/TOP2B/PRKDC/PTPN6/CLCF1/MMP14/SP3/CMTM7/BAX/PIK3R1/DOCK11/LFNG/ATM/SLC39A7/BAK1/SLAMF8/INPP5D/ST3GAL1/NOTCH2/HDAC9/TNFSF13B/STAT5B/PTK2B/CEBPG/IL10/FLT3/ADAM17/PPP2R3C
GO:0048534	hematopoietic or lymphoid organ development	94	0.742427598806437	1.29873949618986	0.000218929625711309	0.0125403412702081	0.0107669165532324	3375	tags=38%, list=13%, signal=33%	LTB/LMO4/IL7R/BCL2L11/NFKB2/BCL3/CTNNB1/HES1/KMT2A/BRAF/TGFB1/POLB/PTPRC/BCL2/SOD1/ZBTB1/ASXL1/ADA/MAP2K1/NFKBIZ/RC3H1/MAD1L1/TGFBR1/ATM/GATA3/JARID2/PSEN1/SLC40A1/SBDS/STAT5B/RAF1/IL15/MAP2K2/CITED2/ADAM17/PPP2R3C
GO:0000375	RNA splicing, via transesterification reactions	283	0.719756986102359	1.2983640176404	1.33828063622812e-08	1.65518549088694e-05	1.42111316402834e-05	5441	tags=66%, list=21%, signal=52%	RBMX/FXR1/HNRNPM/FRG1/SCAF11/PRPF4B/SON/HNRNPU/PNN/PABPC1/EIF4A3/REST/CTNNBL1/SMNDC1/SRSF7/SF3B1/NUP98/RSRC1/HNRNPA0/HNRNPH3/NCL/SLU7/TRA2A/RALY/YTHDC1/PRPF40A/SRRM1/SAP18/LUC7L3/HNRNPL/NCBP2/DHX9/PSIP1/RBM39/SRRM2/SCNM1/SNRPB/CELF2/RBM17/SETX/QKI/SNW1/PQBP1/RBM25/CDC5L/RBM8A/JMJD6/SFPQ/PRPF8/PTBP1/MTREX/IK/RBM6/SF1/LUC7L/RBM5/SF3B4/RBM23/STRAP/SRSF10/CDK13/KHSRP/ZBTB7A/SNRPN/RBM4/SRSF2/ISY1/SRSF9/LARP7/SNRNP27/LSM3/LUC7L2/DDX46/SRPK2/KDM1A/WBP4/CWC15/TRA2B/SFSWAP/SNRPB2/BCAS2/SRPK1/HNRNPA2B1/RBM47/BUD31/NSRP1/SDE2/RBM38/SYF2/MFAP1/FAM172A/SRSF4/ZMAT2/DDX17/SF3A1/DDX5/CWC22/SNRNP200/KHDC4/SNIP1/C9orf78/PAXBP1/SRSF5/SNRPG/RBM3/SNRPF/RBM22/SNRPC/CLNS1A/SMU1/SNRPD3/SNRNP25/PRPF18/SNRPD1/KHDRBS1/CDC40/LSM1/SNRNP70/SF3A2/SF3B2/DDX39B/CWC27/CD2BP2/CWF19L2/PRPF38A/THRAP3/RBM42/DYRK1A/KHDRBS3/SNRPA/PRPF6/TSSC4/PRPF4/SF3A3/DHX38/MAGOH/SART3/HNRNPR/U2AF2/DCPS/TGS1/USP4/CWC25/HTATSF1/RNPS1/PRMT7/LSM7/PPIE/WDR83/DDX1/TIA1/RBM14/LSM2/SNRPA1/PPWD1/CRNKL1/DAZAP1/PHF5A/SRSF1/XAB2/PRPF31/PRPF3/NCBP1/SNRNP40/LSM6/LSM4/ALYREF/RBM15B/MPHOSPH10/EFTUD2/PRDX6/DDX39A/RBM10/DHX8/C1QBP/TXNL4A/U2AF1L4/FMR1/HNRNPA3/ZRSR2/COIL/ZCCHC8/PTBP2/DHX16/PRPF19/RNPC3
GO:0038061	NIK/NF-kappaB signaling	119	0.734750523322834	1.29755327616884	7.90322507520379e-05	0.006265838957059	0.00537973917399837	4912	tags=52%, list=19%, signal=42%	REL/NFAT5/IL23A/BIRC3/MALT1/NFKB1/BIRC2/CD86/NFKB2/DDX3X/BCL3/SPI1/CYLD/LITAF/RASSF2/LIMS1/ZC3H12A/EP300/IL1B/LGALS9/TRAF4/TERF2IP/PDCD4/TLR4/LAPTM5/ZFP91/TNFRSF10B/TRIM44/RELB/NFKBIA/CPNE1/NLRP3/AGO3/TLR2/TNFSF14/IL18/RC3H1/TNF/HAVCR2/ILK/MAP3K14/CCL19/TNFSF15/IL18R1/PTPN22/IRAK1/TLR3/LIME1/NDUFC2/RBCK1/TRIP6/NMI/CHUK/AKIP1/AKT1/TRAF6/PPM1B/SPHK1/EDN1/RELA/CALR/TNFRSF10A
